key,slus,sles
Greenlight,0x1cff808,0x1ce3f50
GunWobble.MaxAmp,0x1d00630,0x1ce7944
GunWobble.Period,0x1cfced0,0x1ce6c00
GunWobble.Speed,0x1cfc2c0,0x1ce5064
HUD.3DText.MaxScalingDist,0x1d0098c,0x1ce74c0
HUD.3DText.MinScalingDist,0x1cfe308,0x1ce5484
HUD.ActWormInfo.BackScale,0x1cfe484,0x1ce7228
HUD.ActWormInfo.ButtOffset,0x1d01118,0x1ce378c
HUD.ActWormInfo.ButtScaleGfx,0x1d00d10,0x1ce4e20
HUD.ActWormInfo.ButtScaleTxt,0x1d01340,0x1ce39c0
HUD.ActWormInfo.ColScale,0x1cfcbd0,0x1ce5648
HUD.ActWormInfo.ColourOffset,0x1d00d0c,0x1ce6580
HUD.ActWormInfo.Pos,0x1cfbd80,0x1ce579c
HUD.ActWormInfo.TextOffset,0x1cfd754,0x1ce6cb0
HUD.ActWormInfo.TextScale,0x1d00f48,0x1ce5054
HUD.ActWormInfo.WeapOffset,0x1d00ad0,0x1ce4a40
HUD.ActWormInfo.WeapScale,0x1cffa04,0x1ce7674
HUD.AngleMeter.ArrowOffset,0x1cfee48,0x1ce6c5c
HUD.AngleMeter.Invert,0x1cfca8c,0x1ce6958
HUD.AngleMeter.OffScreenX,0x1d01510,0x1ce49a0
HUD.AngleMeter.OnScreenX,0x1cfc150,0x1ce3aa0
HUD.AngleMeter.RotXOffset,0x1cffa00,0x1ce654c
HUD.AngleMeter.ScaleArrowX,0x1cfcd90,0x1ce7754
HUD.AngleMeter.ScreenY,0x1cfc1d4,0x1ce52e0
HUD.AngleMeter.SlideTime,0x1cff908,0x1ce4ff8
HUD.Clock.BackPos,0x1d0087c,0x1ce65ac
HUD.Clock.BackScale,0x1cff504,0x1ce6b38
HUD.Clock.ColourGame,0x1cfe388,0x1ce51e4
HUD.Clock.ColourHotSeat,0x1cff708,0x1ce4940
HUD.Clock.ColourTurn,0x1d00c28,0x1ce75d8
HUD.Clock.ColourTurnEnd,0x1cfe310,0x1ce5c50
HUD.Clock.DisplayRoundTime,0x1cfbec8,0x1ce5438
HUD.Clock.GameOnlyPos,0x1cfde3c,0x1ce5dcc
HUD.Clock.GameScale,0x1d00b88,0x1ce4014
HUD.Clock.GameScaleOnlyV,0x1d00c48,0x1ce6b0c
HUD.Clock.GameScaleV,0x1cff64c,0x1ce6c78
HUD.Clock.GameTimeScaleSpeed,0x1cfc200,0x1ce7394
HUD.Clock.GameXOffset,0x1d009cc,0x1ce7500
HUD.Clock.GameYOffset,0x1cff6c0,0x1ce4770
HUD.Clock.Position,0x1cfbe68,0x1ce48e8
HUD.Clock.Spacing,0x1d012cc,0x1ce4f4c
HUD.Clock.SpacingOnly,0x1d00758,0x1ce3be8
HUD.Clock.TurnOnlyPosition,0x1d007a8,0x1ce40e8
HUD.Clock.TurnPosition,0x1cfe8f4,0x1ce510c
HUD.Clock.TurnScale,0x1cfc2cc,0x1ce6c84
HUD.Clock.TurnScaleV,0x1cff9c8,0x1ce74a8
HUD.Clock.TurnXOffset,0x1cfc500,0x1ce4620
HUD.Energy.BarHeight,0x1cfef08,0x1ce4780
HUD.Energy.BarSpacing,0x1cfbc4c,0x1ce6f6c
HUD.Energy.BarXOffset,0x1d00fc0,0x1ce42c0
HUD.Energy.DecreaseRate,0x1d01204,0x1ce3bac
HUD.Energy.FlagXScale,0x1cfff44,0x1ce4374
HUD.Energy.FlagYScale,0x1cfe448,0x1ce60b4
HUD.Energy.InActiveTimer,0x1cfd708,0x1ce46e8
HUD.Energy.MaxLength,0x1cfc510,0x1ce6254
HUD.Energy.OffScreen,0x1cfdee8,0x1ce4bb8
HUD.Energy.OnScreen,0x1d006e8,0x1ce3e98
HUD.Energy.ScrollSpeed,0x1cfca88,0x1ce4880
HUD.Energy.TextScale,0x1cfd750,0x1ce6e50
HUD.Energy.TextXOffset,0x1d00d00,0x1ce44b0
HUD.Powerbar.BackScale,0x1d0128c,0x1ce5208
HUD.Powerbar.FadeTime,0x1cfe604,0x1ce68b4
HUD.Powerbar.MaxAlpha,0x1cfb9f4,0x1ce3988
HUD.Powerbar.NormAlpha,0x1cfefc8,0x1ce4384
HUD.Powerbar.Position,0x1cfdba8,0x1ce54f8
HUD.Powerbar.Scale,0x1cfe30c,0x1ce68ec
HUD.Scanner.DistScale,0x1cfce50,0x1ce3984
HUD.Scanner.DotScale,0x1d01054,0x1ce60f4
HUD.Scanner.FlashRate,0x1cfda10,0x1ce3734
HUD.Scanner.OffscreenPos,0x1cfee7c,0x1ce5cf0
HUD.Scanner.Position,0x1cff8ec,0x1ce52f8
HUD.Scanner.Radius,0x1d00bfc,0x1ce62ec
HUD.Scanner.Scale,0x1cfdbd4,0x1ce7774
HUD.Scanner.ScrollSpeed,0x1cfc2c8,0x1ce72c0
HUD.Wind.BackOffset,0x1cfee08,0x1ce5490
HUD.Wind.BackScale,0x1d00d44,0x1ce3874
HUD.Wind.ColourText,0x1cfd600,0x1ce3fb4
HUD.Wind.OffScreenPos,0x1d00dbc,0x1ce569c
HUD.Wind.OnScreenPos,0x1cfef0c,0x1ce4c2c
HUD.Wind.Scale,0x1cfea44,0x1ce50d4
HUD.Wind.ScrollSpeed,0x1cff804,0x1ce3c30
HUD.Wind.TextOffset,0x1d00d40,0x1ce5df0
HUD.Wind.TextScale,0x1cffb58,0x1ce3ac8
HUD.Wind.TextSpacing,0x1cfe6cc,0x1ce4a3c
Health%20Bubble,0x1d01448,0x1ce7494
Highstakes.1,0x1cfec34,0x1ce3b78
Highstakes.10,0x1cff300,0x1ce41d0
Highstakes.11,0x1cff304,0x1ce41d4
Highstakes.12,0x1cff308,0x1ce41d8
Highstakes.13,0x1cff318,0x1ce41dc
Highstakes.2,0x1cfec38,0x1ce3b7c
Highstakes.3,0x1cfec3c,0x1ce3b80
Highstakes.4,0x1cfec50,0x1ce3b84
Highstakes.5,0x1cfec54,0x1ce3b8c
Highstakes.6,0x1cfec58,0x1ce3b9c
Highstakes.7,0x1cfec5c,0x1ce3ba0
Highstakes.8,0x1cfec60,0x1ce3bb0
Highstakes.9,0x1cfec64,0x1ce3bb4
Highstakes.Brief1,0x1d00db4,0x1ce559c
Highstakes.Brief2,0x1d00db8,0x1ce55a0
Highstakes.Brief3,0x1d00dc8,0x1ce55b8
Highstakes.Brief4,0x1d00dd0,0x1ce55ec
Highstakes.Brief5,0x1d00dd8,0x1ce55f0
Highstakes.Brief6,0x1d00ddc,0x1ce55f4
Highstakes.Brief7,0x1d00de0,0x1ce55f8
HomingMissileChaseCamera,0x1cfbeb4,0x1ce5294
HomingMissileFlyCamera,0x1d011b4,0x1ce7844
Hose_Part1,0x1cfee14,0x1ce7878
Hose_Part2,0x1cfee18,0x1ce7884
HotSeatTime,0x1cfe048,0x1ce3a54
HotSeatTimeRemaining,0x1cfe90c,0x1ce3ffc
In%20Game%20Menu,0x1cfd1cc,0x1ce5240
Inventory.Alliance.Default,0x1cfe300,0x1ce3ea0
Inventory.Alliance00,0x1cfbab0,0x1ce49e0
Inventory.Alliance01,0x1cfbab4,0x1ce49e4
Inventory.Alliance02,0x1cfbab8,0x1ce49e8
Inventory.Alliance03,0x1cfbabc,0x1ce49ec
Inventory.Alliance04,0x1cfbac0,0x1ce49f0
Inventory.Stockpile00,0x1cfcaf0,0x1ce6510
Inventory.Stockpile01,0x1cfcaf4,0x1ce6514
Inventory.Stockpile02,0x1cfcaf8,0x1ce6518
Inventory.Stockpile03,0x1cfcafc,0x1ce651c
Inventory.Team.Default,0x1cff580,0x1ce60c0
Inventory.Team00,0x1cfceb0,0x1ce68d0
Inventory.Team01,0x1cfceb4,0x1ce68d4
Inventory.Team02,0x1cfceb8,0x1ce68d8
Inventory.Team03,0x1cfcebc,0x1ce68dc
Inventory.Team04,0x1cfcec0,0x1ce68e0
Inventory.Team05,0x1cfcec4,0x1ce68e4
Inventory.WeaponDelays,0x1cffafc,0x1ce618c
Inventory.WeaponDelays.Default,0x1cfc7c0,0x1ce48e0
Inventory.Worm.Default,0x1cfdb40,0x1ce57b0
Inventory.Worm00,0x1cfe730,0x1ce74d0
Inventory.Worm01,0x1cfe734,0x1ce74d4
Inventory.Worm02,0x1cfe738,0x1ce74d8
Inventory.Worm03,0x1cfe73c,0x1ce74dc
Inventory.Worm04,0x1cfe740,0x1ce74e0
Inventory.Worm05,0x1cfe744,0x1ce74e4
Inventory.Worm06,0x1cfe748,0x1ce74e8
Inventory.Worm07,0x1cfe74c,0x1ce74ec
Inventory.Worm08,0x1cfe750,0x1ce74f0
Inventory.Worm09,0x1cfe754,0x1ce74f4
Inventory.Worm10,0x1cfe770,0x1ce7510
Inventory.Worm11,0x1cfe774,0x1ce7514
Inventory.Worm12,0x1cfe778,0x1ce7518
Inventory.Worm13,0x1cfe77c,0x1ce751c
Inventory.Worm14,0x1cfe780,0x1ce7520
Inventory.Worm15,0x1cfe784,0x1ce7524
Inventory.Worm16,0x1cfe788,0x1ce7528
Inventory.Worm17,0x1cfe78c,0x1ce752c
JCL_Puff,0x1cfd008,0x1ce63e8
Jetpack.AnimSmoothFB,0x1cfe938,0x1ce4028
Jetpack.AnimSmoothLR,0x1cfeef8,0x1ce45e8
Jetpack.Fuel,0x1cffa20,0x1ce3810
Jetpack.FwdThrustRotation,0x1cfc0e8,0x1ce51a8
Jetpack.InitFuel,0x1d00f60,0x1ce43f0
Jetpack.MaxAltitude,0x1cfb984,0x1ce6344
Jetpack.MaxGfxXOrient,0x1d00684,0x1ce7030
Jetpack.OverCeilingThrustMod,0x1cfc1c4,0x1ce37f0
Jetpack.SuperThrustAccel,0x1d007e0,0x1ce5250
Jetpack.SuperThrustMax,0x1cfdbd0,0x1ce6fb0
Jetpack.SuperThrustMod,0x1cfe100,0x1ce74fc
Jetpack.SuperThrustReduct,0x1cfce88,0x1ce4af4
Jetpack.SuperThrustShutOff,0x1d002c8,0x1ce4888
Jetpack.ThrustScale,0x1cfca48,0x1ce5014
Jetpack.TurnRotationSpeed,0x1cffac0,0x1ce54d4
Jetpack.XZWindResNoThrust,0x1cfcc00,0x1ce5e50
Jetpack.XZWindResThrust,0x1cfbd40,0x1ce79c0
JetpackSmoke_Midflames,0x1cfe33c,0x1ce596c
JetpackSmoke_Rearsmoke,0x1cff90c,0x1ce6c18
Jetpack_Midflames,0x1cfc13c,0x1ce6e1c
Jetpack_Rearsmoke,0x1d00d8c,0x1ce62e4
Jetpack_directional,0x1cff360,0x1ce7168
L.C.DM1,0x1d00834,0x1ce6ba4
L.C.DM10,0x1cfc770,0x1ce6e10
L.C.DM2,0x1d00838,0x1ce6ba8
L.C.DM3,0x1d0083c,0x1ce6bac
L.C.DM4,0x1d00840,0x1ce6bb0
L.C.DM5,0x1d0084c,0x1ce6bb4
L.C.DM6,0x1d00850,0x1ce6bb8
L.C.DM7,0x1d00854,0x1ce6bbc
L.C.DM8,0x1d00858,0x1ce6bc4
L.C.DM9,0x1d0085c,0x1ce6bc8
L.C.JP1,0x1cfc334,0x1ce4138
L.C.JP2,0x1cfc338,0x1ce413c
L.C.JP3,0x1cfc34c,0x1ce4140
L.C.P1,0x1cfd634,0x1ce7504
L.C.P2,0x1cfd638,0x1ce7508
L.C.P3,0x1cfd63c,0x1ce750c
L.C.SS1,0x1cfe5f4,0x1ce63f4
L.C.SS2,0x1cfe5f8,0x1ce63f8
L.C.SS3,0x1cfe5fc,0x1ce63fc
L.C.Shotgun2,0x1cfd778,0x1ce48f8
L.C.Shotgun3,0x1cfd77c,0x1ce4900
L.L.Alien,0x1cfbde8,0x1ce5cb8
L.L.Apple,0x1cfdf04,0x1ce48b4
L.L.Atlantis,0x1cffb40,0x1ce6e4c
L.L.Chateau,0x1cfecc4,0x1ce46d4
L.L.Cherry,0x1cfba54,0x1ce79f4
L.L.Collide,0x1cfe584,0x1ce7324
L.L.Cooped,0x1cfca80,0x1ce4560
L.L.Counting,0x1cffb8c,0x1ce77fc
L.L.CrateBritain,0x1cfc3a8,0x1ce4658
L.L.Cratefun,0x1cfe8f0,0x1ce6a08
L.L.Crop,0x1cfc070,0x1ce79d0
L.L.Crust,0x1d00400,0x1ce7260
L.L.DDay,0x1cfff94,0x1ce40a4
L.L.Funfair,0x1d00ef8,0x1ce3898
L.L.Graveyard,0x1cfb808,0x1ce4418
L.L.Helter,0x1cfdbb8,0x1ce3d98
L.L.High,0x1cffb50,0x1ce6370
L.L.Holiday,0x1cff6d4,0x1ce6854
L.L.Ice,0x1cfe14c,0x1ce4e14
L.L.Kong,0x1cfc04c,0x1ce781c
L.L.Landing,0x1cfc38c,0x1ce4004
L.L.Leek,0x1cff29c,0x1ce6740
L.L.Plaice,0x1cfe7c8,0x1ce7248
L.L.Ragna,0x1d00bf4,0x1ce6794
L.L.Schools,0x1cfe7bc,0x1ce787c
L.L.Showdown,0x1cfcf68,0x1ce6ca8
L.L.Timbers,0x1cfcd3c,0x1ce643c
L.L.Tree,0x1cff404,0x1ce3e74
L.L.Tubes,0x1cfbc80,0x1ce40bc
L.P.Beatbox,0x1cfc910,0x1ce4710
L.P.Bright,0x1d01284,0x1ce6e20
L.P.Chatter,0x1d001c4,0x1ce5bcc
L.P.Darkside,0x1d00608,0x1ce59d4
L.P.Donkey,0x1d01154,0x1ce7014
L.P.Fools,0x1d011bc,0x1ce545c
L.P.Giraffe,0x1cffe44,0x1ce4ef4
L.P.Horror,0x1cfd4b8,0x1ce3e6c
L.P.LandD,0x1d01280,0x1ce5e80
L.P.Lightside,0x1cfd5c4,0x1ce6fe8
L.P.Lost,0x1d00380,0x1ce4c60
L.P.Pete,0x1cfc248,0x1ce5ad8
L.P.Pinball,0x1cfce60,0x1ce6a10
L.P.Pink,0x1cfd3dc,0x1ce6c6c
L.P.Proto,0x1cff36c,0x1ce473c
L.P.Sally,0x1cfe914,0x1ce52c4
L.P.Story,0x1d00014,0x1ce7198
L.P.Tapper,0x1cfb978,0x1ce5528
L.S.Gramps,0x1cfefc0,0x1ce451c
L.S.Horror,0x1cfd378,0x1ce3d28
L.S.Lover,0x1d002f8,0x1ce5858
L.S.Mad,0x1cfbc00,0x1ce4680
L.S.Villain,0x1cfcfe8,0x1ce6eb8
L.Sch.All,0x1cfd5a0,0x1ce6660
L.Sch.Pro,0x1d0142c,0x1ce61bc
L.Sch.Sniping,0x1cfd250,0x1ce4ebc
L.Sch.Sticky,0x1cff914,0x1ce3704
L.Sch.WBnG,0x1d01010,0x1ce6a1c
L.W.Banana,0x1d01134,0x1ce7954
L.W.BridgeK,0x1cfe19c,0x1ce518c
L.W.EQuake,0x1cfbec4,0x1ce7694
L.W.MadCow,0x1d0100c,0x1ce656c
L.W.Nuke,0x1cfc460,0x1ce3c08
L.W.SSheep,0x1cffd30,0x1ce55b0
Land.Center,0x1cfd238,0x1ce49f8
Land.Changed,0x1d00240,0x1ce7230
Land.DebugCount1,0x1cfc374,0x1ce6564
Land.DebugCount2,0x1cfc378,0x1ce6568
Land.File,0x1cfff04,0x1ce60e8
Land.Finished,0x1cfe808,0x1ce6150
Land.FringeLength,0x1cff890,0x1ce5430
Land.HighResCollision,0x1d00de8,0x1ce7478
Land.IgnoreInitialCollision,0x1d008a8,0x1ce6da8
Land.ImpactNorm,0x1cff0e4,0x1ce3b5c
Land.ImpactPos,0x1cfccbc,0x1ce58cc
Land.ImpactTime,0x1d00404,0x1ce5194
Land.ImpactTimeScale,0x1d00984,0x1ce6e88
Land.Indestructable,0x1cfe5c4,0x1ce6ba0
Land.InitialMaxHeight,0x1cfe180,0x1ce3b90
Land.LightGradientResource,0x1cfde04,0x1ce52e4
Land.LocalImpactPos,0x1d001c0,0x1ce490c
Land.Materials,0x1cff43c,0x1ce516c
Land.MaxBounds,0x1d009fc,0x1ce6a4c
Land.MaxHeight,0x1cfc8c0,0x1ce4854
Land.MaxImpactTime,0x1d0088c,0x1ce4cb4
Land.MaxParabolaRange,0x1cffd04,0x1ce5bc4
Land.MinBounds,0x1cfc180,0x1ce6fec
Land.OverrideScale,0x1cfb988,0x1ce3aa8
Land.ParabolaPlaneNormal,0x1cfd6a0,0x1ce7a20
Land.Parabola_A,0x1cfe7b4,0x1ce4034
Land.Parabola_I,0x1cfe7d4,0x1ce4054
Land.Parabola_V,0x1cfe80c,0x1ce4088
Land.Permanent,0x1cff500,0x1ce4100
Land.ProjectileRadius,0x1cfbdbc,0x1ce54bc
Land.Radius,0x1cfdb7c,0x1ce57ec
Land.SkyBoxResource,0x1cff554,0x1ce6538
Land.Theme,0x1d00e8c,0x1ce60ec
Land.TimeOfDay,0x1cfc354,0x1ce6d18
Land.UniqueID,0x1cfcbc0,0x1ce5960
Land.VoxelContents,0x1cfbc7c,0x1ce5cdc
Land.VoxelImpactPos,0x1cffb3c,0x1ce6fe4
Land.WaterDetailResource,0x1cfc1cc,0x1ce37f4
Land.WaterOffsetResource,0x1cff5e0,0x1ce44ec
Land.WaterResource,0x1cff288,0x1ce5144
Lang.Campaign,0x1cff42c,0x1ce786c
Lang.Challenge,0x1d00ad8,0x1ce7730
Lang.ClickHere,0x1cfcaa4,0x1ce5ea4
Lang.ConfigTitle,0x1d0080c,0x1ce5050
Lang.Continue,0x1d008a4,0x1ce3dc8
Lang.ControllerScreen,0x1cfeaf8,0x1ce530c
Lang.DrawRound,0x1d00b6c,0x1ce6db0
Lang.DrawText,0x1cfb85c,0x1ce5bd4
Lang.EndGame,0x1cfd944,0x1ce66ec
Lang.ForceSuddenDeath,0x1d00950,0x1ce6e74
Lang.GameSettings,0x1cfbe50,0x1ce4efc
Lang.LANHost,0x1cfdbe4,0x1ce731c
Lang.LANLobby,0x1cfcb58,0x1ce58f4
Lang.LANRemote,0x1cfbb84,0x1ce4e04
Lang.LanTitle,0x1cffa4c,0x1ce4644
Lang.LandFile,0x1cfc154,0x1ce67ec
Lang.LandHeader,0x1cfdab8,0x1ce4468
Lang.LandSelect,0x1cfcb48,0x1ce3eb8
Lang.Load,0x1cfb82c,0x1ce3c4c
Lang.LogOn,0x1cff470,0x1ce438c
Lang.MainMenu,0x1cfc1d8,0x1ce3990
Lang.MatFile,0x1cfec48,0x1ce5f54
Lang.Mission.Failure,0x1cff114,0x1ce5ab4
Lang.Mission.Success,0x1d0020c,0x1ce6ce4
Lang.MultiplayerMenu,0x1d00cc8,0x1ce7364
Lang.NetTitle,0x1cff948,0x1ce3da0
Lang.Options,0x1cfc640,0x1ce444c
Lang.Password,0x1cfc7c4,0x1ce6e6c
Lang.Quit,0x1cfe948,0x1ce79fc
Lang.SPMenu,0x1cfcb88,0x1ce4cbc
Lang.SVOptions,0x1cfde7c,0x1ce388c
Lang.Save,0x1d005cc,0x1ce38c4
Lang.Scheme,0x1cffa48,0x1ce6298
Lang.SelectConnection,0x1cfc390,0x1ce5748
Lang.ServerIP,0x1cfd334,0x1ce4b00
Lang.Team,0x1d00924,0x1ce7304
Lang.TeamMembers,0x1cff6fc,0x1ce4f84
Lang.TeamsHeader,0x1cfed5c,0x1ce749c
Lang.Theme,0x1cfe9cc,0x1ce6314
Lang.Time,0x1cfbe4c,0x1ce410c
Lang.Tutorial,0x1d00960,0x1ce4434
Lang.Username,0x1cfbe48,0x1ce64f0
Lang.WeaponOptions,0x1cfcb10,0x1ce6528
Lang.WinText,0x1cfd310,0x1ce6b90
Lang.Wormapedia,0x1cfebb4,0x1ce5564
Lang.WormnetChannels,0x1cfc6bc,0x1ce7088
Lang.WormnetHost,0x1cfb8e4,0x1ce5600
Lang.WormnetLobby,0x1d00024,0x1ce5258
Lang.WormnetRemote,0x1d00728,0x1ce72e0
Lang.WormnetServers,0x1d0146c,0x1ce4bfc
Lang.Wormpot,0x1cfd9d4,0x1ce5c88
LargeSpark,0x1d0059c,0x1ce6c30
LastActiveTeamIndex,0x1cfead0,0x1ce5480
LastActiveWormIndex,0x1cff450,0x1ce4820
LavaChunks,0x1cfe88c,0x1ce7018
LevelDDayTracerFire,0x1cfe984,0x1ce51b8
Lock.Percent,0x1cfd500,0x1ce4fe0
Low.Gravity.GameDefault,0x1cfcfc0,0x1ce74f8
Low.Gravity.Multiplier,0x1cfc038,0x1ce6098
Low.Gravity.OnValue,0x1cfc284,0x1ce38b4
MCa.BestBronze,0x1cfddc4,0x1ce5ee8
MCa.BestGold,0x1cfd688,0x1ce6bf0
MCa.BestSilver,0x1cfed38,0x1ce4a68
MCa.BronzeName,0x1cfbe84,0x1ce3fa4
MCa.BronzeTime,0x1cfcbc4,0x1ce41f4
MCa.CurrentMission,0x1cfcfa8,0x1ce4f50
MCa.CurrentMissionType,0x1cff508,0x1ce4f14
MCa.Desc,0x1d010bc,0x1ce3d7c
MCa.GameAwarded,0x1cfd9c0,0x1ce41e0
MCa.GoldName,0x1cff24c,0x1ce3fd4
MCa.GoldTime,0x1cff748,0x1ce5604
MCa.L.Image1,0x1d001b4,0x1ce69d8
MCa.L.Image2,0x1d001b8,0x1ce69dc
MCa.L.Image3,0x1d001bc,0x1ce69e0
MCa.LastGameTime,0x1cfee50,0x1ce6de8
MCa.Level,0x1cff460,0x1ce3ed0
MCa.LockImage,0x1cfe404,0x1ce6844
MCa.LockedName,0x1cfd1c4,0x1ce4ca4
MCa.LockedName2,0x1cfe9f8,0x1ce4d6c
MCa.LockedName3,0x1cfea14,0x1ce4d70
MCa.Next,0x1d00200,0x1ce6250
MCa.Previous,0x1cfef7c,0x1ce73bc
MCa.Res.Image,0x1cfc344,0x1ce5ef4
MCa.Res.Text,0x1cfbf08,0x1ce39e0
MCa.Res.Time,0x1cfb804,0x1ce7614
MCa.Res.Title,0x1cff7c4,0x1ce6178
MCa.SilverName,0x1cfbf48,0x1ce6f44
MCa.SilverTime,0x1cfbe04,0x1ce4ec4
MCa.Team,0x1cfbf64,0x1ce6154
MCa.Title,0x1cfca90,0x1ce5504
MadCowChaseCamera,0x1cff5b4,0x1ce6d74
Main_BoomfPlume,0x1cfbc04,0x1ce5948
Main_FireworkTail,0x1cfdb20,0x1ce7238
MartinTest,0x1cfbfc0,0x1ce67f0
MaxRandomCrates,0x1cfc184,0x1ce53cc
Mesh_ExplosionA,0x1d01434,0x1ce64e4
Mine.DudProbabilty,0x1cfcd54,0x1ce65e4
Mine.Id,0x1cfbe80,0x1ce5580
Mine.MaxFuse,0x1d000c8,0x1ce3b98
Mine.MinFuse,0x1cfeb84,0x1ce6354
Mine.StartsMidAir,0x1cfec78,0x1ce5c6c
Miss.Alien.Failure,0x1d00c14,0x1ce773c
Miss.Alien.Help,0x1cfced4,0x1ce5f74
Miss.Alien.Most,0x1cfd980,0x1ce5c30
Miss.Alien.StopThem,0x1cfe474,0x1ce5780
Miss.Alien.Success,0x1cfd1fc,0x1ce70d0
Miss.Alien.This,0x1cfcd84,0x1ce6964
Miss.Alien.This2,0x1cfd1c8,0x1ce47e8
Miss.Alien.UseShotgun,0x1d00368,0x1ce5d84
Miss.Alien.brief,0x1d002ec,0x1ce6324
Miss.Ant.brief,0x1cfd3c8,0x1ce5ff8
Miss.Ant.game5,0x1cfd9dc,0x1ce3f14
Miss.Apple.brief,0x1cfe95c,0x1ce5308
Miss.Apple.failed,0x1cfd05c,0x1ce3d48
Miss.Apple.game1,0x1cfec74,0x1ce57c8
Miss.Apple.game2,0x1cfec7c,0x1ce57cc
Miss.Apple.game3,0x1cfec94,0x1ce5808
Miss.Apple.game4,0x1cfec80,0x1ce57e4
Miss.Apple.game5,0x1cfec88,0x1ce57dc
Miss.Apple.game6,0x1cfec90,0x1ce57e0
Miss.Apple.hint1,0x1cffdd4,0x1ce6a84
Miss.Apple.hint2,0x1cffdd8,0x1ce6abc
Miss.Apple.hint3,0x1cffddc,0x1ce6ad0
Miss.Apple.hint4,0x1cffde0,0x1ce6ae8
Miss.Apple.hint5,0x1cffde8,0x1ce6aec
Miss.Apple.retry1,0x1cfd7bc,0x1ce4334
Miss.Apple.success,0x1cffe0c,0x1ce6c98
Miss.Apple.warning,0x1d01090,0x1ce5b18
Miss.Ball.brief,0x1cfef58,0x1ce44a8
Miss.Ball.game1,0x1cfcb74,0x1ce629c
Miss.Beanstalk.Brief2,0x1cfe420,0x1ce4c18
Miss.Beanstalk.Brief3,0x1cfe424,0x1ce4c1c
Miss.Beanstalk.brief,0x1cfdd94,0x1ce7740
Miss.Beanstalk.briefb,0x1cfbcbc,0x1ce7624
Miss.Beanstalk.game1,0x1d002f4,0x1ce5538
Miss.Beanstalk.game10,0x1cfe064,0x1ce3e08
Miss.Beanstalk.game11,0x1cfe068,0x1ce3e0c
Miss.Beanstalk.game12,0x1cfe06c,0x1ce3e24
Miss.Beanstalk.game13,0x1cfe070,0x1ce3e28
Miss.Beanstalk.game14,0x1cfe074,0x1ce3e2c
Miss.Beanstalk.game15,0x1cfe07c,0x1ce3e30
Miss.Beanstalk.game16,0x1cfe080,0x1ce3f3c
Miss.Beanstalk.game17,0x1cfe084,0x1ce3f44
Miss.Beanstalk.game2,0x1d002fc,0x1ce553c
Miss.Beanstalk.game20,0x1cfe08c,0x1ce3fa0
Miss.Beanstalk.game21,0x1cfe090,0x1ce3fc0
Miss.Beanstalk.game22,0x1cfe094,0x1ce40cc
Miss.Beanstalk.game23,0x1cfe098,0x1ce40d4
Miss.Beanstalk.game24,0x1cfe0a4,0x1ce40dc
Miss.Beanstalk.game25,0x1cfe0a8,0x1ce40ec
Miss.Beanstalk.game3,0x1d00314,0x1ce554c
Miss.Beanstalk.game4,0x1d00318,0x1ce5550
Miss.Beanstalk.game5,0x1d0031c,0x1ce555c
Miss.Beanstalk.game6,0x1d00320,0x1ce5560
Miss.Beanstalk.game7,0x1d00324,0x1ce556c
Miss.Beanstalk.game8,0x1d00328,0x1ce5570
Miss.Beanstalk.game9,0x1d0032c,0x1ce5578
Miss.Boldly.NEW.game5,0x1cff788,0x1ce4b58
Miss.BoldlyNEW.game1,0x1cfe608,0x1ce5fc4
Miss.BoldlyNEW.game2,0x1cfe618,0x1ce5fc8
Miss.BoldlyNEW.game3,0x1cfe61c,0x1ce6008
Miss.BoldlyNEW.game4,0x1cfe620,0x1ce600c
Miss.Breakfast.EasterEgg,0x1d01474,0x1ce45c0
Miss.Breakfast.Failure,0x1cff6e4,0x1ce7664
Miss.Breakfast.Intro,0x1cfe4ac,0x1ce4e7c
Miss.Breakfast.Intro2,0x1cfd8f8,0x1ce66dc
Miss.Breakfast.Rumble,0x1cfd390,0x1ce70f8
Miss.Breakfast.Success,0x1d00154,0x1ce631c
Miss.Breakfast.Warning,0x1cfbe5c,0x1ce3ddc
Miss.Breakfast.Water,0x1cff8f8,0x1ce5f94
Miss.Breakfast.WaterWarning,0x1cfe4cc,0x1ce4bec
Miss.Breakfast.What,0x1cffd90,0x1ce697c
Miss.Breakfast.brief,0x1d01394,0x1ce4214
Miss.CherryNEW.game1,0x1cfcef4,0x1ce61a0
Miss.CherryNEW.game2,0x1cfcef8,0x1ce61a4
Miss.CherryNEW.game3,0x1cfcefc,0x1ce61ac
Miss.Clean.brief,0x1cfdf9c,0x1ce560c
Miss.Collide.NEW.game10,0x1cfd0f0,0x1ce56c8
Miss.Collide.brief,0x1cfd348,0x1ce4ffc
Miss.CollideNEW.game1,0x1cfc1f4,0x1ce6704
Miss.CollideNEW.game2,0x1cfc1f8,0x1ce6708
Miss.CollideNEW.game3,0x1cfc1fc,0x1ce670c
Miss.CollideNEW.game4,0x1cfc204,0x1ce6714
Miss.CollideNEW.game5,0x1cfc208,0x1ce6718
Miss.CollideNEW.game6,0x1cfc210,0x1ce671c
Miss.CollideNEW.game7,0x1cfc214,0x1ce6720
Miss.CollideNEW.game8,0x1cfc218,0x1ce6724
Miss.CollideNEW.game9,0x1cfc21c,0x1ce6728
Miss.Cooped.brief,0x1cffbcc,0x1ce4958
